Borough/Station/Line, 10-17, 18-24,	25-40,	41-59,	60+, 	Unknown,	Grand Total, Ridership

BEDFORD PK. BLVD.-LEHMAN COLLEGE, 0, 	5,	5,	5,	0,	0,	15, 15353, 264076
8 ST.-NYU,	0,	14,	7,	2,	0,	0,	23, 1016627


